Name,Critical_Temperature,Critical_Temp_unit,Critical_Pressure,Critical_pressure_unit,Critical_Volume,Critical_vol_unit,Critical_Compressibility,Boiling_point,Boiling_point_unit,Mol_wt,Liquid_volume_at_BP,Liquid_vol_unit_at_BP,AcentricityFactor,Heat_of_Formation,Heat_of_Formation_unit,Gibbs_Energy_Of_Formation,Gibbs_Energy_Of_Formation_unit,Heat_of_combustion,Heat_of_combustion_unit,Lq_Den_A,Lq_Den_B,Lq_Den_C,Lq_Den_D,Lq_Den_Tmin,Lq_Den_Tmax,Lq_Den_unit,Vap_P_A,Vap_P_B,Vap_P_C,Vap_P_D,Vap_P_E,Vap_P_Tmin,Vap_P_Tmax,Vap_P_unit,Liq_Cp_A,Liq_Cp_B,Liq_Cp_C,Liq_Cp_D,Liq_Cp_E,Liq_Cp_Tmin,Liq_Cp_Tmax,Liq_Cp_unit,Gas_Cp_A,Gas_Cp_B,Gas_Cp_C,Gas_Cp_D,Gas_Cp_E,Gas_Cp_Tmin,Gas_Cp_Tmax,Gas_Cp_unit,Liq_vis_A,Liq_vis_B,Liq_vis_C,Liq_vis_D,Liq_vis_E,Liq_vis_Tmin,Liq_vis_Tmax,Liq_vis_unit,Liq_Therm_con_A,Liq_Therm_con_B,Liq_Therm_con_C,Liq_Therm_con_D,Liq_Therm_con_E,Liq_Therm_con_Tmin,Liq_Therm_con_Tmax,Liq_Therm_con_unit,Vap_Therm_con_A,Vap_Therm_con_B,Vap_Therm_con_C,Vap_Therm_con_D,Vap_Therm_con_Tmin,Vap_Therm_con_Tmax,Vap_Therm_con_unit,Heat_of_vap_A,Heat_of_vap_B,Heat_of_vap_C,Heat_of_vap_D,Heat_of_vap_E,Heat_of_vap_Tmin,Heat_of_vap_Tmax,Heat_of_vap_unit
Tetraethylene glycol,795.0,K,2590000.0,Pa,0.564,m3/kmol,0.221,602.7,K,194.225,0.172862,m3/kmol,0.917442,-883000000.0,J/kmol,-559900000.0,J/kmol,-4343100000.0,J/kmol,0.46229,0.26105,795.0,0.27055,268.15,795.0,kmol/m3,106.794,-15323.2,-10.8611,-5.28e-07,2.0,268.15,795.0,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,1.28215E+08,0.159236,1.50401,-1.94137,0.658104,268.15,795,J/kmol
Indene,687.0,K,3820000.0,Pa,0.368,m3/kmol,0.246,455.77,K,116.16,0.116856,m3/kmol,0.333766,163280000.0,J/kmol,233960000.0,J/kmol,-4619480000.0,J/kmol,0.68574,0.25341,687.0,0.30914,271.7,665.14,kmol/m3,198.313,-13212.0,-26.4764,2.06e-05,2.0,271.7,687.0,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,1.12717E+08,2.19564,-2.27889,0.782692,-0.231351,271.7,665.14,J/kmol
Indane,684.9,K,3950000.0,Pa,0.393,m3/kmol,0.273,451.0,K,118.176,0.12315,m3/kmol,0.309213,60700000.0,J/kmol,166800000.0,J/kmol,-4762600000.0,J/kmol,0.63627,0.25179,684.9,0.29165,221.74,684.9,kmol/m3,97.0221,-8795.05,-11.0025,6.11e-06,2.0,221.74,684.9,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,6.2067E+07,-0.0045874,2.0817,-3.2476,1.6013,221.74,684.9,J/kmol
Cumene,631.0,K,3209000.0,Pa,0.4347,m3/kmol,0.261,425.52,K,120.192,0.14017,m3/kmol,0.326,4000000.0,J/kmol,137900000.0,J/kmol,-4951000000.0,J/kmol,0.50221,0.23722,631.11,0.26133,153.1,631.1,kmol/m3,118.149,-9251.63,-14.3005,9.2e-06,2.0,177.14,631.05,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,5.766E+07,0.38939,0,0,0,177.14,631,J/kmol
N-propylbenzene,638.35,K,3200000.0,Pa,0.44,m3/kmol,0.265,432.35,K,120.192,0.1402,m3/kmol,0.345,7900000.0,J/kmol,137600000.0,J/kmol,-4954150000.0,J/kmol,0.56872,0.25108,638.35,0.29337,173.15,638.35,kmol/m3,90.904,-8254.5,-10.105,5.58e-06,2.0,173.55,638.35,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,7.1312E+07,1.0445,-0.61076,-0.59569,0.63332,173.55,639.84,J/kmol
N-propylcyclohexane,639.15,K,2807000.0,Pa,0.477,m3/kmol,0.252,429.897,K,126.239,0.159758,m3/kmol,0.259535,-193300000.0,J/kmol,47380000.0,J/kmol,-5479660000.0,J/kmol,0.55532,0.26594,639.15,0.29886,178.25,639.15,kmol/m3,82.958,-7871.7,-8.8759,3.78e-06,2.0,178.25,639.15,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,6.8086E+07,1.2548,-2.1193,2.1809,-0.84474,178.25,639.15,J/kmol
N-nonane,594.6,K,2290000.0,Pa,0.555,m3/kmol,0.257,423.97,K,128.255,0.1797,m3/kmol,0.443,-228740000.0,J/kmol,24980000.0,J/kmol,-5684550000.0,J/kmol,0.46379,0.25569,594.6,0.27961,219.66,594.6,kmol/m3,34.3825,-6235.41,-1.15393,-6.41e-06,2.0,219.66,594.6,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,8.42748E+07,1.57375,-1.78592,0.692082,0.00268541,219.63,594.6,J/kmol
Naphthalene,748.4,K,4050000.0,Pa,0.407,m3/kmol,0.265,491.16,K,128.171,0.12913,m3/kmol,0.304,150580000.0,J/kmol,224080000.0,J/kmol,-4980900000.0,J/kmol,0.45282,0.21953,748.4,0.23236,333.15,748.35,kmol/m3,93.1595,-9448.06,-10.2384,4.34e-06,2.0,353.15,748.4,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,7.73282E+07,1.11662,-1.31358,0.672121,-0.00584514,353.43,749.42,J/kmol
1-methylindene,703.0,K,3460000.0,Pa,0.436,m3/kmol,0.258,471.65,K,130.186,0.134643,m3/kmol,0.334861,191200000.0,J/kmol,297000000.0,J/kmol,-5280000000.0,J/kmol,0.61191,0.25938,703.0,0.29267,280.0,680.74,kmol/m3,86.1882,-8859.76,-9.21225,3.74e-06,2.0,280.0,703.0,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,8.0901E+07,1.9933,-4.5733,5.098,-2.0923,280,680.74,J/kmol
2-methylindene,711.0,K,3460000.0,Pa,0.436,m3/kmol,0.255,479.45,K,130.186,0.13407,m3/kmol,0.350814,115000000.0,J/kmol,219000000.0,J/kmol,-5210000000.0,J/kmol,0.58652,0.25339,711.0,0.28941,280.0,711.0,kmol/m3,92.273,-9299.2,-10.097,4.28e-06,2.0,280.0,711.0,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,7.30307E+07,0.433923,0.764504,-1.61563,0.843055,280,711,J/kmol
Dicyclopentadiene,660.0,K,3060000.0,Pa,0.445,m3/kmol,0.248,443.0,K,132.202,0.134736,m3/kmol,0.288011,196100000.0,J/kmol,375000000.0,J/kmol,-5535000000.0,J/kmol,0.41899,0.20539,660.0,0.34053,299.82,641.32,kmol/m3,72.315,-7292.83,-7.38829,3.75e-06,2.0,243.37,660.0,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,7.0543E+07,1.9867,-4.6545,5.1772,-2.0831,215.37,641.32,J/kmol
N-butylbenzene,660.5,K,2890000.0,Pa,0.497,m3/kmol,0.262,456.42,K,134.218,0.15678,m3/kmol,0.393,-13140000.0,J/kmol,145400000.0,J/kmol,-5564400000.0,J/kmol,0.50648,0.25203,660.5,0.29203,183.15,660.5,kmol/m3,100.11,-9186.6,-11.379,5.86e-06,2.0,185.3,660.5,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,6.5698E+07,0.30842,0.67062,-1.1135,0.53276,185.3,660.5,J/kmol
N-butylcyclohexane,667.0,K,2570000.0,Pa,0.534,m3/kmol,0.247,454.131,K,140.266,0.176266,m3/kmol,0.274326,-213170000.0,J/kmol,56540000.0,J/kmol,-6090200000.0,J/kmol,0.49786,0.26572,667.0,0.30254,198.42,642.34,kmol/m3,82.702,-8417.7,-8.6968,2.77e-06,2.0,198.42,667.0,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,7.7656E+07,1.637,-3.3269,3.6698,-1.48,198.42,642.34,J/kmol
N-decane,617.7,K,2110000.0,Pa,0.624,m3/kmol,0.256,447.3,K,142.282,0.19595,m3/kmol,0.491,-249460000.0,J/kmol,33180000.0,J/kmol,-6294220000.0,J/kmol,0.37424,0.2405,617.7,0.27182,243.51,617.7,kmol/m3,6.0238,-5713.2,3.41022,-1.26e-05,2.0,243.51,617.7,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,5.7689E+07,-1.1412,5.1463,-6.2946,2.6623,243.51,617.7,J/kmol
1-methylnaphthalene,772.0,K,3600000.0,Pa,0.462,m3/kmol,0.259,517.84,K,142.197,0.13937,m3/kmol,0.348,116900000.0,J/kmol,217900000.0,J/kmol,-5595800000.0,J/kmol,0.59739,0.26468,772.0,0.2918,242.67,753.15,kmol/m3,73.8985,-9115.53,-7.25202,2.09e-06,2.0,242.67,772.15,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,7.0001E+07,0.3382,0.060354,-0.021035,-0.0086978,242.67,772.15,J/kmol
2-methylnaphthalene,761.0,K,3540000.0,Pa,0.462,m3/kmol,0.258,514.2,K,142.197,0.14577,m3/kmol,0.374,116100000.0,J/kmol,216300000.0,J/kmol,-5582860000.0,J/kmol,0.53405,0.25024,761.16,0.28587,273.15,761.15,kmol/m3,98.0585,-10275.6,-10.8281,3.92e-06,2.0,307.73,761.15,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,9.0724E+07,1.2004,-1.1581,0.47852,-0.081108,307.73,761.15,J/kmol
